# Time-averaged data for fix temp_GR
# TimeStep v_mytemp c_GR_1 c_GR_2 c_GR_3 c_GR_4 c_GR_5 c_GR_6
375000 272.603 9.61235 10.1529 10.1109 12.6696 9.17528 9.80116
376000 273.407 9.54989 10.2993 10.097 12.5691 9.23663 9.83996
377000 274.357 9.5383 10.2532 10.1209 12.5425 9.18893 9.88503
378000 270.764 9.63271 10.1261 10.16 12.6865 9.19923 9.79154
379000 267.765 9.61365 10.1663 10.147 12.701 9.21883 9.77978
380000 270.623 9.60093 10.0908 10.0006 12.6324 9.27576 9.81974
381000 269.261 9.6387 10.1526 10.0413 12.6652 9.2797 9.96461
382000 268.076 9.56965 10.0411 9.99017 12.6645 9.18569 9.77969
383000 269.352 9.53485 10.1793 10.0884 12.6807 9.19309 9.95366
384000 266.605 9.56685 10.1476 10.0911 12.6038 9.2668 9.7703
385000 270.611 9.57519 9.96175 9.94189 12.5711 9.19626 9.79128
386000 264.816 9.5983 10.0134 10.1143 12.5038 9.16855 9.83222
387000 266.108 9.54988 10.1483 10.1765 12.4224 9.22633 9.91192
388000 263.777 9.50516 9.9465 10.0885 12.6672 9.21072 9.85695
389000 260.37 9.61472 10.1337 10.0331 12.5066 9.2482 9.82698
390000 262.542 9.51756 10.0105 10.0109 12.5093 9.27279 9.78485
391000 261.507 9.49801 9.94201 10.0386 12.5249 9.2199 9.77449
392000 258.794 9.58336 10.0768 10.1294 12.4566 9.21364 9.87782
393000 257.168 9.46129 9.90599 10.0387 12.5101 9.24851 9.80661
394000 255.475 9.57819 9.96446 9.99443 12.6032 9.21175 9.74543
395000 254.833 9.53 9.90022 10.0777 12.4529 9.2383 9.80248
396000 250.286 9.48047 9.94737 10.1159 12.5721 9.19154 9.82514
397000 255.345 9.47711 9.93012 10.1243 12.5404 9.18205 9.93672
398000 249.397 9.57818 10.0149 10.138 12.4998 9.24708 9.81558
399000 251.641 9.48239 9.93554 9.98335 12.4868 9.25284 9.89641
400000 247.789 9.66731 10.025 10.0341 12.5002 9.188 9.73341
401000 249.556 9.59629 9.96434 9.99805 12.5621 9.20024 9.85563
402000 251.166 9.43101 9.84809 10.0909 12.5114 9.26466 9.94743
403000 248.511 9.50615 9.93264 10.0926 12.5457 9.19626 9.82898
404000 246.742 9.49819 10.156 10.043 12.5985 9.24503 9.74514
405000 244.269 9.45284 10.0098 10.1243 12.5671 9.22787 9.8317
406000 243.598 9.46177 9.9686 10.1671 12.5839 9.19132 10.0512
407000 245.519 9.55239 9.95178 10.0592 12.5108 9.16842 9.89369
408000 244.322 9.48962 10.0692 10.0569 12.641 9.22759 9.76179
409000 241.738 9.4874 10.0152 10.0806 12.5349 9.22778 9.91879
410000 239.695 9.51052 9.85546 9.99879 12.6486 9.22865 9.89827
411000 240.488 9.49206 9.89169 10.0005 12.7129 9.20385 9.85749
412000 239.49 9.43499 10.0022 10.0977 12.4886 9.29069 9.82842
413000 236.124 9.50752 9.93432 10.0818 12.4903 9.18157 9.87412
414000 238.06 9.54351 9.92102 10.0136 12.4984 9.13876 9.77977
415000 233.654 9.51854 9.96523 10.1023 12.377 9.22715 9.80535
416000 232.577 9.51141 9.92498 10.0625 12.4133 9.16342 9.7862
417000 234.453 9.47923 9.97814 9.97943 12.3942 9.1951 9.80522
418000 232.558 9.57905 9.97317 10.0288 12.5321 9.18657 9.87645
419000 231.033 9.44942 9.94547 10.0876 12.543 9.16743 9.75093
420000 232.747 9.52019 9.99315 10.0817 12.5078 9.16934 9.84375
421000 230.196 9.44657 10.0728 10.0138 12.5136 9.23129 9.82035
422000 229.695 9.48658 9.95956 10.055 12.4643 9.19797 9.87836
423000 227.699 9.60181 9.9798 10.0618 12.441 9.26098 9.86466
424000 228.503 9.5427 10.0785 10.0043 12.5109 9.19741 9.85318
425000 224.683 9.53433 10.0063 10.0312 12.5895 9.20388 9.96503
426000 227.124 9.45113 10.0488 10.0366 12.6974 9.25844 9.81549
427000 223.147 9.48628 10.1059 10.1094 12.5129 9.19963 10.0099
428000 224.664 9.51992 10.0441 10.0387 12.5283 9.20523 9.85155
429000 223.268 9.53004 10.045 10.0983 12.4691 9.19588 9.80962
430000 219.991 9.56439 10.0969 10.1439 12.4433 9.28131 9.83545
431000 216.961 9.53927 9.93827 10.043 12.4436 9.16495 9.82944
432000 217.515 9.6106 9.93613 10.0126 12.5032 9.1889 9.83137
433000 217.57 9.59823 9.98714 10.1052 12.3864 9.20316 9.91509
434000 218.79 9.56361 10.0772 10.0763 12.52 9.24357 9.82104
435000 215.754 9.61696 10.106 10.1101 12.4357 9.23408 9.89911
436000 217.219 9.48167 9.93722 10.0997 12.3956 9.15809 9.81246
437000 215.784 9.54622 10.0298 10.1329 12.4137 9.14453 9.82664
438000 211.451 9.55361 9.95199 10.0139 12.4108 9.14909 9.82432
439000 211.591 9.58073 10.0387 10.1456 12.4125 9.19233 9.88354
440000 210.693 9.5301 10.0345 10.1545 12.4487 9.15018 9.8486
441000 206.605 9.49742 9.95113 10.1157 12.5504 9.18228 9.80918
442000 210.147 9.5252 10.0634 10.119 12.4677 9.19915 9.77152
443000 207.718 9.51829 9.98861 10.1032 12.4583 9.17946 9.80463
444000 209.013 9.47251 9.97807 10.0635 12.4948 9.14251 9.77309
445000 205.297 9.62688 10.0166 10.0903 12.3425 9.13625 9.82682
446000 203.708 9.55619 10.0439 10.1511 12.4309 9.21345 9.73546
447000 205.352 9.5391 9.96039 10.0251 12.4375 9.2044 9.8294
448000 201.145 9.54813 9.94781 10.0868 12.4384 9.18082 9.83865
449000 200.833 9.54674 10.0456 10.1136 12.553 9.14729 9.78411
450000 199.672 9.53629 9.94923 10.0363 12.453 9.1642 9.75058
451000 198.874 9.53479 9.93013 10.1056 12.4495 9.20351 9.77948
452000 196.763 9.54453 9.9485 10.0833 12.5298 9.18884 9.83115
453000 198.041 9.49305 9.94799 10.0853 12.3429 9.15231 9.83065
454000 194.043 9.57078 9.9952 10.0522 12.4271 9.1999 9.81548
455000 195.199 9.55079 9.97727 10.1023 12.3993 9.12545 9.77045
456000 195.205 9.51688 9.88263 10.0439 12.5266 9.21145 9.85444
457000 195.179 9.53598 10.0406 10.129 12.6141 9.16636 9.76521
458000 191.513 9.52272 10.0116 10.065 12.4075 9.17012 9.71508
459000 191.344 9.53617 9.96103 10.0692 12.511 9.1937 9.78203
460000 191.067 9.47268 10.0462 10.0599 12.5573 9.16495 9.86129
461000 189.564 9.54368 9.96716 10.117 12.4492 9.16737 9.79623
462000 189.633 9.48195 10.0401 10.0415 12.4994 9.18332 9.80816
463000 186.1 9.54564 9.9435 10.0623 12.4585 9.18009 9.86418
464000 185.12 9.52771 10.0502 10.1557 12.4385 9.1844 9.79102
465000 185.009 9.46293 10.0601 10.1301 12.4151 9.19555 9.81207
466000 184.961 9.52128 9.97056 10.0771 12.557 9.18666 9.90525
467000 183.159 9.49979 10.0012 10.0897 12.5887 9.1765 10.0339
468000 181.722 9.56884 9.90057 10.082 12.583 9.16466 9.77612
469000 182.752 9.57667 10.0229 9.99947 12.606 9.2303 9.73764
470000 181.674 9.51436 9.87263 10.0736 12.609 9.16915 9.84539
471000 178.829 9.552 9.95621 10.078 12.6103 9.15017 9.86315
472000 176.26 9.53702 9.99489 10.0138 12.694 9.21116 9.79642
473000 178.387 9.58395 9.87327 10.0711 12.6375 9.22612 9.79323
474000 175.539 9.4812 10.0247 10.0786 12.3847 9.18789 9.75834
475000 175.779 9.57519 9.91252 10.0512 12.4327 9.18486 9.87728
476000 174.714 9.49708 10.0439 10.0937 12.4105 9.17244 9.84322
477000 174.791 9.5821 9.93522 10.0678 12.4925 9.17751 9.93374
478000 173.793 9.59475 9.92519 10.0796 12.5408 9.17153 9.77684
479000 170.814 9.48096 10.0661 10.121 12.4732 9.17342 9.81985
480000 170.067 9.52507 9.95556 10.0871 12.5403 9.2128 9.90119
481000 170.029 9.51888 10.0463 10.074 12.5281 9.16522 9.81016
482000 167.572 9.54873 10.1537 10.1062 12.5561 9.19183 9.7402
483000 167.001 9.53805 9.99579 10.0285 12.5067 9.189 9.82048
484000 166.095 9.51345 9.97152 10.0712 12.4511 9.16065 9.69369
485000 165.307 9.52152 9.98408 10.0597 12.433 9.17684 9.78149
486000 163.195 9.51252 9.96372 10.083 12.4888 9.20742 9.78693
487000 162.415 9.5966 9.9457 10.0327 12.4347 9.18231 9.73748
488000 161.655 9.569 9.94978 10.0142 12.4017 9.21553 9.74436
489000 161.297 9.53953 9.93775 10.1406 12.4611 9.22356 9.83568
490000 160.048 9.56745 10.0021 10.0306 12.5163 9.1588 9.86181
491000 159.539 9.51569 10.0182 10.1173 12.5613 9.19966 9.72731
492000 156.779 9.54677 9.90764 10.0299 12.474 9.17662 9.79738
493000 156.464 9.54352 9.92593 10.0738 12.4763 9.1754 9.79366
494000 155.415 9.55534 9.92989 10.0911 12.4118 9.16 9.74715
495000 154.561 9.47451 9.94483 10.0935 12.5383 9.17088 9.77582
496000 155.084 9.60838 9.99378 10.0703 12.4258 9.1954 9.76795
497000 154.202 9.54634 9.95872 10.0283 12.4703 9.17649 9.74305
498000 151.097 9.55622 10.025 10.1149 12.4581 9.16874 9.78356
499000 150.372 9.51831 9.96772 10.0991 12.4668 9.16602 9.68952
500000 150.312 9.54732 9.99809 10.1024 12.4191 9.1874 9.71439
